,Format,Formula,Summary,Applies To,Time Scale,Time Range,Versions,Style,Cell Count,Populated Cell Count,Memory Used,Calculation Complexity,Calculation Effort,Notes,Read Access Driver,Write Access Driver,Users List,Parent,Is Summary,Formula Scope,Code,Use Switchover,Breakback,Start of Section,Data Tags,Referenced By,Module Name
Parent code,TEXT,'IM 13. Afdeling L5'.CODE[LOOKUP: AN Parent on name],None,#Load L6 Subafdeling,Not Applicable,Model Calendar,Not Applicable,Normal,147,,,,,,,,,,false,All Versions,,true,false,false,,Map?,LO 06. Subafdeling
Parent does not exist?,BOOLEAN,ISNOTBLANK(Parent Code Load) AND ISBLANK(AN Parent on name) AND ISBLANK(AN Parent on code),None,#Load L6 Subafdeling,Not Applicable,Model Calendar,Not Applicable,Normal,147,,,,,,,,,,false,All Versions,,true,false,false,,Combined filter dashboard,LO 06. Subafdeling
Map?,BOOLEAN,ISNOTBLANK(Code) AND ISBLANK(Parent code),None,#Load L6 Subafdeling,Not Applicable,Model Calendar,Not Applicable,Normal,147,,,,,,,,,,false,All Versions,,true,false,false,,Combined filter dashboard,LO 06. Subafdeling
Remap?,BOOLEAN,"FIND(""TEMP"", Parent Code Load) <> 0",None,#Load L6 Subafdeling,Not Applicable,Model Calendar,Not Applicable,Normal,147,,,,,,,,,,false,All Versions,,true,false,false,,Combined filter dashboard,LO 06. Subafdeling
Select Parent,LIST,,None,#Load L6 Subafdeling,Not Applicable,Model Calendar,Not Applicable,Normal,147,,,,,,,,,,false,All Versions,,true,false,false,,'Create if remapped?',LO 06. Subafdeling
AN Subafdeling,LIST,"FINDITEM('Subafdeling L6', Code created)",None,#Load L6 Subafdeling,Not Applicable,Model Calendar,Not Applicable,Normal,147,,,,,,,,,,false,All Versions,,true,false,false,,"Create?, 'Create if remapped?'",LO 06. Subafdeling
Combined filter dashboard,BOOLEAN,Map? OR Remap? OR 'Parent does not exist?',None,#Load L6 Subafdeling,Not Applicable,Model Calendar,Not Applicable,Normal,147,,,,,,,,,,false,All Versions,,true,false,false,,,LO 06. Subafdeling
Create?,BOOLEAN,ISBLANK(AN Subafdeling) AND ISNOTBLANK(List name),None,#Load L6 Subafdeling,Not Applicable,Model Calendar,Not Applicable,Normal,147,,,,,,,,,,false,All Versions,,true,false,false,,,LO 06. Subafdeling
Create if remapped?,BOOLEAN,ISBLANK(AN Subafdeling) AND ISNOTBLANK(Select Parent),None,#Load L6 Subafdeling,Not Applicable,Model Calendar,Not Applicable,Normal,147,,,,,,,,,,false,All Versions,,true,false,false,,,LO 06. Subafdeling
Delete?,BOOLEAN,TRUE,None,#Load L6 Subafdeling,Not Applicable,Model Calendar,Not Applicable,Normal,147,,,,,,,,,,false,All Versions,,true,false,false,,,LO 06. Subafdeling
List code,TEXT,CODE(ITEM('#Load L7 Kostenplaats')),None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,Update MJP Kostenplaats,LO 07. Kostenplaats
L -Name Afdeling L4,TEXT,,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,,LO 07. Kostenplaats
L -Code Afdeling L4,TEXT,,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,"AN Afdelingsgroep from code, 'Code Creation Afdeling L5'",LO 07. Kostenplaats
L - Display Name Afdeling L4,TEXT,,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,AN Afdelingsgroep from display name,LO 07. Kostenplaats
L -old code Afdeling L5,TEXT,,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,,LO 07. Kostenplaats
L -Code Afdeling L5,TEXT,,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,"AN Afdeling from code, Create Afdeling, Update afdeling",LO 07. Kostenplaats
L -Display Name Afdeling L5,TEXT,,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,"AN Afdeling from name, 'Code Creation Afdeling L5'",LO 07. Kostenplaats
L -Name Subafdeling L6,TEXT,,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,,LO 07. Kostenplaats
L -Code Subafdeling L6,TEXT,,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,"AN Subafdeling from code, Subafdeling concat name, Create Subafdeling, Update subafdeling",LO 07. Kostenplaats
L -Display Name Subafdeling L6,TEXT,,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,,LO 07. Kostenplaats
L -Name Kostenplaats L7,TEXT,,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,,LO 07. Kostenplaats
L - Code Kostenplaats L7,TEXT,,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,"AN Kostenplaats, Create MJP Kostenplaats",LO 07. Kostenplaats
L -Display Name Kostenplaats L7,TEXT,,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,Update MJP Kostenplaats,LO 07. Kostenplaats
L -Active Kostenplaats L7,BOOLEAN,,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,,LO 07. Kostenplaats
TECH,NONE,,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Summary1,,,,,,,,,,,false,All Versions,,true,false,false,,,LO 07. Kostenplaats
AN Afdelingsgroep from code,LIST,"FINDITEM('Afdelingsgroep L4', 'L -Code Afdeling L4')",None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,Final Afdelingsgroep,LO 07. Kostenplaats
AN Afdelingsgroep from display name,LIST,"FINDITEM('Afdelingsgroep L4', 'L - Display Name Afdeling L4')",None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,Final Afdelingsgroep,LO 07. Kostenplaats
Overwrite Afdelingsgroep,LIST,,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,Final Afdelingsgroep,LO 07. Kostenplaats
Final Afdelingsgroep,LIST,IF ISNOTBLANK(Overwrite Afdelingsgroep) THEN Overwrite Afdelingsgroep ELSE IF ISNOTBLANK(AN Afdelingsgroep from code) THEN AN Afdelingsgroep from code ELSE AN Afdelingsgroep from display name,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,Afdelingsgroep same?,LO 07. Kostenplaats
AN Afdeling from code,LIST,"FINDITEM('Afdeling L5', 'L -Code Afdeling L5')",None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,FInal Afdeling,LO 07. Kostenplaats
AN Afdeling from name,LIST,"FINDITEM('Afdeling L5', 'L -Display Name Afdeling L5')",None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,FInal Afdeling,LO 07. Kostenplaats
Overwrite Afdeling,LIST,,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,FInal Afdeling,LO 07. Kostenplaats
FInal Afdeling,LIST,IF ISNOTBLANK(Overwrite Afdeling) THEN Overwrite Afdeling ELSE IF ISNOTBLANK(AN Afdeling from code) THEN AN Afdeling from code ELSE AN Afdeling from name,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,"Create Afdeling, Afdeling same?",LO 07. Kostenplaats
Create Afdeling,BOOLEAN,"ISBLANK(FInal Afdeling) AND ISFIRSTOCCURRENCE('L -Code Afdeling L5', '#Load L7 Kostenplaats')",None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,,LO 07. Kostenplaats
Code Creation Afdeling L5,TEXT,"RIGHT('L -Code Afdeling L4', 20) & ""_"" & LEFT('L -Display Name Afdeling L5', 30)",None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,,LO 07. Kostenplaats
Update afdeling,BOOLEAN,"NOT Afdelingsgroep same? AND ISFIRSTOCCURRENCE('L -Code Afdeling L5', '#Load L7 Kostenplaats')",None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,,LO 07. Kostenplaats
AN Subafdeling from code,LIST,"FINDITEM('Subafdeling L6', 'L -Code Subafdeling L6')",None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,Final Subafdeling,LO 07. Kostenplaats
Subafdeling concat name,TEXT,"'L -Code Subafdeling L6' & ""_L6""",None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,AN Subafdeling from concat name,LO 07. Kostenplaats
AN Subafdeling from concat name,LIST,"FINDITEM('Subafdeling L6', Subafdeling concat name)",None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,Final Subafdeling,LO 07. Kostenplaats
Overwrite Subafdeling,LIST,,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,Final Subafdeling,LO 07. Kostenplaats
Final Subafdeling,LIST,IF ISNOTBLANK(Overwrite Subafdeling) THEN Overwrite Subafdeling ELSE IF ISNOTBLANK(AN Subafdeling from code) THEN AN Subafdeling from code ELSE AN Subafdeling from concat name,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,"Create Subafdeling, Subafdeling same?",LO 07. Kostenplaats
Create Subafdeling,BOOLEAN,"ISBLANK(Final Subafdeling) AND ISFIRSTOCCURRENCE('L -Code Subafdeling L6', '#Load L7 Kostenplaats')",None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,,LO 07. Kostenplaats
Update subafdeling,BOOLEAN,"NOT Afdeling same? AND ISFIRSTOCCURRENCE('L -Code Subafdeling L6', '#Load L7 Kostenplaats')",None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,,LO 07. Kostenplaats
AN Kostenplaats,LIST,"FINDITEM('MJP Kostenplaats L7', 'L - Code Kostenplaats L7')",None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,"Display Name AN Kostenplats, Create MJP Kostenplaats, Parent of Kostenplaats",LO 07. Kostenplaats
Display Name AN Kostenplats,TEXT,'MJP Kostenplaats L7'.Display Name[LOOKUP: AN Kostenplaats],None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,Update MJP Kostenplaats,LO 07. Kostenplaats
Create MJP Kostenplaats,BOOLEAN,"ISBLANK(AN Kostenplaats) AND ISFIRSTOCCURRENCE('L - Code Kostenplaats L7', '#Load L7 Kostenplaats')",None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,,LO 07. Kostenplaats
Clear List?,BOOLEAN,TRUE,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,,LO 07. Kostenplaats
Update MJP Kostenplaats,BOOLEAN,"(NOT Subafdeling same? OR Display Name AN Kostenplats <> 'L -Display Name Kostenplaats L7') AND ISFIRSTOCCURRENCE(List code, '#Load L7 Kostenplaats')",None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,,LO 07. Kostenplaats
Parent of Kostenplaats,LIST,PARENT(AN Kostenplaats),None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,"Parent of Subafdeling, Subafdeling same?",LO 07. Kostenplaats
Parent of Subafdeling,LIST,PARENT(Parent of Kostenplaats),None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,"Parent of Afdeling, Afdeling same?",LO 07. Kostenplaats
Parent of Afdeling,LIST,PARENT(Parent of Subafdeling),None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,Afdelingsgroep same?,LO 07. Kostenplaats
Afdelingsgroep same?,BOOLEAN,Final Afdelingsgroep = Parent of Afdeling,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,Update afdeling,LO 07. Kostenplaats
Afdeling same?,BOOLEAN,FInal Afdeling = Parent of Subafdeling,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,Update subafdeling,LO 07. Kostenplaats
Subafdeling same?,BOOLEAN,Final Subafdeling = Parent of Kostenplaats,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,Update MJP Kostenplaats,LO 07. Kostenplaats
Scope MJP,BOOLEAN,TRUE,None,#Load L7 Kostenplaats,Not Applicable,Model Calendar,Not Applicable,Normal,951,,,,,,,,,,false,All Versions,,true,false,false,,,LO 07. Kostenplaats
P,NUMBER,,None,"MJP Versions L2, SIP Activiteit L4",Year,TR MJP,Not Applicable,Normal,29052,,,,,,,,,,false,All Versions,,true,false,false,,'[version copy] P',LO 08. Import SIP Euro
Q,NUMBER,,None,"MJP Versions L2, SIP Activiteit L4",Year,TR MJP,Not Applicable,Normal,29052,,,,,,,,,,false,All Versions,,true,false,false,,"'[version copy] Q', 'IM 34. SIP Activiteit L4'.Geen SIP Q geladen in versie?",LO 08. Import SIP Euro
Afdeling,TEXT,,None,"MJP Versions L2, SIP Activiteit L4",Year,TR MJP,Not Applicable,Normal,29052,,,,,,,,,,false,All Versions,,true,false,false,,"'AN: DNWG', AN Afdeling, '[version copy] Afdeling'",LO 08. Import SIP Euro
- Technical -,NONE,,None,"MJP Versions L2, SIP Activiteit L4",Not Applicable,TR MJP,Not Applicable,Summary1,,,,,,,,,,,false,All Versions,,true,false,false,,,LO 08. Import SIP Euro
AN: DNWG,TEXT,"IF Afdeling = ""DNWG"" THEN ""Operations - DNWG Infra"" ELSE BLANK",None,"MJP Versions L2, SIP Activiteit L4",Year,TR MJP,Not Applicable,Normal,29052,,,,,,,,,,false,All Versions,,true,false,false,,AN Afdeling,LO 08. Import SIP Euro
AN Afdeling,LIST,"IF Afdeling = ""DNWG"" THEN FINDITEM('Afdeling L5', 'AN: DNWG') ELSE FINDITEM('Afdeling L5', Afdeling)",None,"MJP Versions L2, SIP Activiteit L4",Year,TR MJP,Not Applicable,Normal,29052,,,,,,,,,,false,All Versions,,true,false,false,,'IM 34. SIP Activiteit L4'.'Afdeling (Version)',LO 08. Import SIP Euro
[version copy] P,NUMBER,P[LOOKUP: 'SET 06. Version copy control'.Select source version],None,SIP Activiteit L4,Year,TR MJP,Not Applicable,Normal,14526,,,,,,,,,,false,All Versions,,true,false,false,,,LO 08. Import SIP Euro
[version copy] Q,NUMBER,Q[LOOKUP: 'SET 06. Version copy control'.Select source version],None,SIP Activiteit L4,Year,TR MJP,Not Applicable,Normal,14526,,,,,,,,,,false,All Versions,,true,false,false,,,LO 08. Import SIP Euro
[version copy] Afdeling,TEXT,Afdeling[LOOKUP: 'SET 06. Version copy control'.Select source version],None,SIP Activiteit L4,Year,TR MJP,Not Applicable,Normal,14526,,,,,,,,,,false,All Versions,,true,false,false,,,LO 08. Import SIP Euro
KPI ID,TEXT,#Load SPIN KPIs.KPI ID,None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,"AN KPI, FO KPI, KPI_Afdeling",LO 09. Load SPIN KPI Data
KPI Name,TEXT,#Load SPIN KPIs.KPI Name,None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,,LO 09. Load SPIN KPI Data
Organisatie,TEXT,#Load SPIN KPIs.Afdeling,None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,"AN Dummy Afdeling, AN Organisatie, FO Organisatie",LO 09. Load SPIN KPI Data
Eenheid,TEXT,#Load SPIN KPIs.Eenheid,None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,,LO 09. Load SPIN KPI Data
YTD berekening,TEXT,#Load SPIN KPIs.YTD berekening,None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,"AN YTD Berekening, FO YTD Berekening",LO 09. Load SPIN KPI Data
Groepering 1,TEXT,#Load SPIN KPIs.'Groepering 1',None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,"'AN Groepering L1', 'FO Groepering L1'",LO 09. Load SPIN KPI Data
Categorie,TEXT,#Load SPIN KPIs.Categorie,None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,"'AN Categorie L2', 'FO Categorie L2'",LO 09. Load SPIN KPI Data
BU FY Waarde,NUMBER,#Load SPIN KPIs.BU FY Waarde,None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,,LO 09. Load SPIN KPI Data
LE Waarde,NUMBER,#Load SPIN KPIs.LE Waarde,None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,,LO 09. Load SPIN KPI Data
Content Leverancier,TEXT,#Load SPIN KPIs.Content Leverancier,None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,,LO 09. Load SPIN KPI Data
Data Leverancier,TEXT,#Load SPIN KPIs.Data Leverancier,None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,,LO 09. Load SPIN KPI Data
Business Controller,TEXT,#Load SPIN KPIs.Business Controller,None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,,LO 09. Load SPIN KPI Data
TYPE Code,TEXT,#Load SPIN KPIs.TYPE Code,None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,,LO 09. Load SPIN KPI Data
Typenaam,TEXT,#Load SPIN KPIs.Type Typaam,None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,,LO 09. Load SPIN KPI Data
Frequentie,TEXT,#Load SPIN KPIs.Frequentie,None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,,LO 09. Load SPIN KPI Data
-- Dimensies ---,NONE,,None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Heading1,,,,,,,,,,,false,All Versions,,true,false,false,,,LO 09. Load SPIN KPI Data
AN KPI,LIST,"FINDITEM('SPIN - KPI', KPI ID)",None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,"Code KPI, Update KPI",LO 09. Load SPIN KPI Data
AN Dummy Afdeling,LIST,"FINDITEM(Dummy Afdelingen, Organisatie)",None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,Import into KPI Afdeling,LO 09. Load SPIN KPI Data
Code KPI,TEXT,CODE(AN KPI),None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,,LO 09. Load SPIN KPI Data
AN YTD Berekening,LIST,"FINDITEM('SPIN - YTD Berekening', YTD berekening)",None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,Update YTD Berekening,LO 09. Load SPIN KPI Data
AN Groepering L1,LIST,"FINDITEM('SPIN - Groepering L1', 'Groepering 1')",None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,'Update Groepering L1',LO 09. Load SPIN KPI Data
AN Categorie L2,LIST,"FINDITEM('SPIN - Categorie L2', Categorie)",None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,'Update Categorie L2',LO 09. Load SPIN KPI Data
AN Organisatie,LIST,"FINDITEM('SPIN - Organisatie', Organisatie)",None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,,,,,,false,All Versions,,true,false,false,,"'AN Organisatie -> Afdeling', Update Organisatie",LO 09. Load SPIN KPI Data
AN Organisatie -> Afdeling,LIST,'MA 01. SPIN -  Organisatie -> Afdeling L5'.Afdeling Final[LOOKUP: AN Organisatie],None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Normal,1578,,,,,'MA 21. SPIN -  Organisatie -> Afdeling L5'.Afdeling Final[LOOKUP: AN Organisatie],,,,,false,All Versions,,true,false,false,,"KPI_Afdeling, Create KPI_Afdeling",LO 09. Load SPIN KPI Data
---FO---,NONE,,None,#Load SPIN KPIs,Not Applicable,Model Calendar,Not Applicable,Heading1,,,,,,,,,,,false,All Versions,,true,false,false,,,LO 09. Load SPIN KPI Data
